ID,Gender,Marital Status,Children,Est Income,Car Owner,Age,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,Usage,RatePlan
1005,M,M,0,95448.6,Y,53.68,24.24,0,5.21,0,CH,Budget,Standard,29.46,4
1006,M,S,1,24141.5,Y,17.006667,28.82,0,97.05,0,CC,FreeLocal,Standard,125.87,1
1007,M,S,2,63152.6,Y,63.173333,29.93,0,40.07,0,CC,Budget,Intnl_discount,70.01,1
1008,M,S,1,31952,N,34.266667,0,0,4.87,2,CC,Budget,Standard,4.87,2
1009,M,S,2,72084.7,N,55.64,29.11,0,9.02,0,CC,Budget,Intnl_discount,38.13,2
1010,F,S,0,42760.5,N,47,13.47,0,40.23,0,CC,Budget,Standard,53.7,4
1011,F,S,1,49072,N,48,23.5,0,10.74,0,Auto,Budget,Intnl_discount,34.25,3
1012,F,M,0,27371.8,Y,52.646667,16.14,0,126.55,0,CC,FreeLocal,Standard,142.7,3
1016,M,M,1,71472.9,N,41.913333,16.02,0,114.2,0,CH,Budget,Standard,130.22,1
1017,F,M,0,95405.7,N,48,7.74,0,6.21,0,CC,Budget,Standard,13.96,3
1018,F,S,0,95786.8,Y,52.646667,21.33,0,87.46,0,CC,Budget,Standard,108.79,1
1020,M,S,0,90321.6,N,55.113333,0.87,0,11.52,0,CC,FreeLocal,Intnl_discount,12.39,3
1021,M,D,1,90478.6,N,54.553333,18.02,0,136.47,0,CC,FreeLocal,Standard,154.49,4
1022,F,M,2,56187,N,43,8.09,0,13.74,0,CH,Budget,Standard,21.83,3
1023,M,M,1,28313.1,N,20.893333,6.89,0,6.74,0,CC,Budget,Standard,13.63,2
1025,F,S,1,41000,N,24.393333,23.56,0,206.08,0,CC,Budget,Intnl_discount,229.64,2
1030,M,M,2,29616,N,49.426667,29.78,0,45.5,0,CH,FreeLocal,Standard,75.29,4
1032,M,M,0,19732.8,N,50.673333,24.81,0,22.44,0,CC,FreeLocal,Standard,47.25,1
1035,M,S,2,96.33,N,56.473333,26.13,0,32.88,1,CC,Budget,Standard,59.01,3
1038,F,M,2,52004.8,N,25.14,5.03,0,23.11,0,CH,Budget,Intnl_discount,28.14,2
1041,M,M,2,53010.8,N,18.84,12.45,0,46.42,4,CC,FreeLocal,Standard,58.87,4
1042,M,M,0,75004.5,N,64.8,26.52,0,32.19,0,CC,Budget,Intnl_discount,58.72,1
1045,M,M,0,19749.3,N,60.366667,20.22,0,13.94,0,CC,Budget,Standard,34.17,2
1046,M,S,1,57626.9,Y,43.906667,9.38,0,38.96,0,CC,Budget,Standard,48.35,1
1047,M,M,2,20078,N,32.846667,9.65,0,6.33,0,CC,Budget,Intnl_discount,15.98,1
1048,F,M,2,47902,N,26.033333,17.44,4.94,49.92,1,Auto,FreeLocal,Standard,72.31,3
1053,M,M,1,7545.96,Y,16.753333,22.39,0,178.36,0,CC,Budget,Standard,200.75,2
1059,F,S,0,78851.3,N,48.373333,0.37,0,28.66,0,CC,FreeLocal,Standard,29.04,3
1060,F,S,1,17540.7,Y,62.786667,22.17,0.57,13.45,0,Auto,Budget,Standard,36.2,1
1061,F,M,0,83891.9,Y,61.02,28.92,0,45.47,0,CH,Budget,Standard,74.4,4
1062,F,M,2,28220.8,N,38.766667,26.49,0,12.46,0,CC,FreeLocal,Standard,38.95,4
1064,F,S,0,28589.1,N,15.6,13.19,0,87.09,0,CC,FreeLocal,Standard,100.28,1
1066,F,M,2,5237.63,N,48.753333,13.32,8.05,56.64,0,CC,Budget,Standard,78.02,3
1069,M,S,2,89459.9,N,53.28,11.54,1.61,22.9,0,CC,FreeLocal,Standard,36.05,2
1072,F,S,1,13576.5,N,39.426667,14.83,0,25.66,0,CC,Budget,Standard,40.49,4
1073,F,S,0,81710.9,N,58.54,20.95,0,15.46,1,CC,FreeLocal,Standard,36.42,4
1076,F,M,2,67388,N,53.12,4.79,0.5,91.04,1,CC,Budget,Standard,96.33,4
1077,F,M,1,57063,Y,52.333333,16.79,0,81.3,0,CH,Budget,Standard,98.1,4
1078,F,M,2,84166.1,N,54.013333,3.28,0,11.74,1,CC,Budget,Standard,15.02,1
1079,F,S,0,45612.9,N,14.3,12.53,0,311.29,0,CC,Budget,Standard,323.82,4
1084,F,S,1,7737.94,N,42.666667,11.05,0,50.84,0,CC,FreeLocal,Standard,61.9,4
1085,M,S,2,120000,N,42,21.37,0,293.24,0,CH,Budget,Standard,314.62,2
1086,F,M,2,45287.6,Y,29.026667,0,0,2.97,0,CC,Budget,Standard,2.97,2
1087,F,M,2,59613.1,N,34.32,12.37,0,163.41,0,CC,Budget,Intnl_discount,175.78,4
1089,F,S,1,16326.7,N,50.613333,0,0,1.34,0,CC,FreeLocal,Intnl_discount,1.34,2
1092,F,S,2,9559.78,N,51.38,18.31,0,59.59,0,CC,FreeLocal,Standard,77.91,2
1095,F,M,2,42031.8,N,50.753333,20.45,0,39.33,0,CH,Budget,Intnl_discount,59.78,4
1097,F,M,2,83284.1,Y,28.42,26.91,0,9.04,0,Auto,FreeLocal,Intnl_discount,35.96,3
1098,M,M,1,39229.1,N,26.26,28.82,4.74,13.53,0,CC,Budget,Intnl_discount,47.1,4
1099,F,D,1,68427.4,N,42.393333,23.76,0,50.05,0,Auto,FreeLocal,Standard,73.81,1
1101,M,S,0,3601.71,N,49.266667,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,125.6,4
1103,F,S,0,98716.3,N,55.66,20.97,8.23,13.92,0,CC,FreeLocal,Standard,43.13,4
1104,F,S,2,66182.7,Y,62.48,11.7,0,47.17,0,Auto,Budget,Standard,58.87,4
1105,F,M,2,84789.3,N,50.433333,14.22,8.8,10.45,0,CH,FreeLocal,Standard,33.47,4
1107,F,M,2,35976.5,Y,48.853333,18.85,0,31.78,0,Auto,FreeLocal,Intnl_discount,50.63,4
1108,F,M,0,32703.1,Y,64.92,16.8,0,56.09,0,CC,Budget,Intnl_discount,72.89,4
1110,F,M,2,8204.72,N,52.973333,15.59,0,24.19,0,CH,FreeLocal,Standard,39.79,2
1111,M,M,1,97180.4,N,50.6,8.21,9.63,45.66,0,CC,FreeLocal,Standard,63.51,3
1112,F,M,0,80405.1,N,60.226667,2.91,8.95,17.11,0,CC,FreeLocal,Standard,28.98,4
1113,F,S,2,38280,N,33.74,11.64,0,74.97,0,Auto,FreeLocal,Intnl_discount,86.61,2
1114,M,S,0,64136.6,Y,61.106667,16.21,1,125.15,0,CC,FreeLocal,Intnl_discount,142.37,1
1116,F,M,2,45429.7,Y,61.713333,24.7,0,73.04,0,CH,FreeLocal,Standard,97.74,2
1118,F,S,0,25285.5,N,53.986667,9.37,0,11.93,0,CC,FreeLocal,Standard,21.3,3
1119,F,M,2,77551.1,Y,33.6,20.53,0,41.89,1,CC,Budget,Intnl_discount,62.42,3
1120,F,M,0,38538.4,N,12.326667,22.86,8.32,16.48,0,CC,FreeLocal,Standard,47.66,1
1127,M,M,0,92881.8,N,21.38,2.15,6.12,85.29,0,CC,FreeLocal,Standard,93.57,2
1128,M,S,2,43634.5,N,21.78,29.44,9.42,104.64,0,CC,Budget,Standard,143.5,2
1132,F,S,1,13109.1,N,62.606667,22.38,0,40.48,0,Auto,Budget,Standard,62.87,1
1133,M,S,1,92647.5,N,56.046667,16.04,5.74,10.34,0,CC,Budget,Standard,32.13,2
1134,M,S,2,21021.6,Y,62.753333,2,0,11.19,0,CC,Budget,Standard,14.95,2
1135,M,S,0,74460.7,Y,55.34,25.53,0.99,179.93,0,CC,FreeLocal,Standard,206.46,2
1138,F,S,2,28787.4,N,41.666667,27.97,0,58.09,0,Auto,Budget,Standard,86.06,1
1141,M,M,1,13091.6,N,59.126667,22.79,0,20.26,0,CC,Budget,Intnl_discount,43.06,4
1144,F,M,2,62061.8,Y,45.92,29.86,0,52.22,0,Auto,FreeLocal,Standard,82.08,1
1145,F,M,1,20550.9,Y,22.12,27.72,0.86,57.06,0,CC,Budget,Standard,85.64,1
1148,M,M,2,1765.41,N,18.766667,3.04,0,44.95,0,CC,FreeLocal,Standard,47.99,4
1151,F,S,2,19131.1,N,56.186667,22.15,0,34.91,0,Auto,Budget,Standard,57.07,2
1157,M,M,2,42750.3,Y,50.493333,20.59,1.97,112.4,0,Auto,Budget,Intnl_discount,134.97,2
1159,F,S,2,2842.55,N,45.92,0,0,0.79,0,Auto,Budget,Intnl_discount,0.79,4
1160,M,M,2,22358.1,N,52.626667,15.54,1.52,12.19,0,CC,Budget,Standard,29.25,3
1162,M,M,0,47870.8,Y,27.26,2,1.17,12.48,0,CC,FreeLocal,Standard,13.82,2
1163,F,S,2,6440.46,Y,43,22.66,0,27.2,0,CH,Budget,Standard,49.86,2
1164,F,S,0,7325.5,N,36.92,28.52,0,161.54,0,CC,FreeLocal,Intnl_discount,190.06,3
1166,M,M,2,28766.9,N,46.84,6.11,0,58.08,0,CC,Budget,Standard,64.2,1
1171,M,S,0,72928.2,N,38.733333,7.45,0,196.22,0,CC,Budget,Standard,203.67,2
1172,M,M,2,91272.2,Y,25.033333,26.99,0,13.01,0,CC,FreeLocal,Standard,40,1
1178,M,S,0,65000,Y,52.266667,11.63,9.7,115.66,1,Auto,FreeLocal,Intnl_discount,137,1
1182,M,M,2,1406.05,Y,19.306667,11.55,0,15.17,0,CC,Budget,Standard,26.72,1
1184,F,S,0,73228.3,N,46,22.47,0,28.11,0,Auto,Budget,Standard,50.58,3
1185,F,S,2,76231.9,N,63.806667,2.01,0,150.75,0,Auto,FreeLocal,Standard,152.76,3
1190,M,M,1,64792.3,N,52.146667,13.05,1.51,36.84,0,CH,FreeLocal,Standard,51.41,1
1193,F,S,0,93322.1,Y,40.313333,29.92,0,8.79,0,CH,Budget,Intnl_discount,38.72,1
1198,M,M,1,63437.3,N,63.653333,0.68,3.35,10.94,0,CC,Budget,Intnl_discount,14.98,4
1202,M,M,2,49910.7,Y,51.52,27.42,0,23.72,0,CC,Budget,Standard,51.14,4
1204,M,M,1,76161.4,Y,44.573333,11.96,0,25.58,0,CC,FreeLocal,Standard,37.55,3
1205,F,M,2,55860,Y,14.573333,16.01,0,10.35,0,CC,FreeLocal,Intnl_discount,26.37,1
1206,F,S,1,12686,N,64.8,23.23,0,80.64,0,Auto,Budget,Standard,103.88,4
1214,M,M,2,57360.8,Y,53.253333,10.36,0,57.25,0,CC,FreeLocal,Standard,67.61,1
1215,M,M,0,92414.7,Y,45.513333,29.43,0,10.62,0,CC,FreeLocal,Standard,40.06,1
1216,M,M,0,60102.7,N,42.14,9.84,0,62.44,1,CH,FreeLocal,Standard,72.29,3
1218,F,M,2,17888.7,N,52.646667,29.41,0,332.46,0,CC,Budget,Standard,361.88,2
1219,F,S,1,12526.3,N,53.553333,11.72,0,28.86,0,CC,FreeLocal,Intnl_discount,40.59,3
1222,F,S,2,14578.8,Y,60.933333,11.91,0,95.1,0,Auto,Budget,Standard,107.02,1
1225,M,M,0,78572.2,Y,42.346667,21.81,0,29.28,1,CC,FreeLocal,Standard,51.09,1
1226,M,M,1,3933.74,N,17.86,9.75,0,47.91,0,CC,Budget,Intnl_discount,57.67,2
1227,F,M,2,48238.8,N,34.706667,23.28,0,168.03,0,CC,FreeLocal,Standard,191.32,1
1229,F,M,0,28770.9,N,12.34,27.99,5.32,16.27,0,CH,FreeLocal,Standard,49.6,3
1230,F,M,2,87578.2,Y,53.366667,0.29,0,22.15,0,CC,Budget,Standard,22.44,4
1231,F,M,2,86695.4,N,13.906667,25.94,0,32.09,0,CC,FreeLocal,Standard,58.03,1
1233,F,S,2,76791.2,N,43,20.71,0,23,0,CC,Budget,Intnl_discount,43.71,3
1237,F,S,1,30763.8,Y,14.193333,21.32,0,35.85,0,CC,Budget,Standard,57.17,3
1238,F,M,2,3193.6,N,54.046667,4.19,0,114.62,1,CH,Budget,Standard,118.82,3
1239,M,M,1,69680.9,N,15.846667,7.67,0,32.12,0,CC,FreeLocal,Intnl_discount,39.8,2
1242,F,M,0,77000,N,63.353333,29.64,0,90.18,4,Auto,FreeLocal,Intnl_discount,119.82,4
1243,M,D,0,2056.06,Y,18.94,24.07,6.98,27.75,0,Auto,Budget,Standard,58.8,3
1244,F,M,2,7776.6,N,35.706667,25.87,0,68.33,0,CC,FreeLocal,Standard,94.2,1
1245,M,M,1,2067.82,N,47.853333,15.25,0,70.65,0,CC,Budget,Intnl_discount,85.9,4
1246,M,S,0,78000,N,46,4.58,7.66,8.49,0,CC,Budget,Standard,20.74,4
1248,F,M,2,69343.3,N,42.166667,6.36,0,15.54,0,CC,FreeLocal,Standard,21.91,1
1249,F,M,0,83287,N,42,0.57,0,23.89,2,Auto,Budget,Standard,24.46,3
1252,F,M,0,14932.5,N,70,4.91,0,6.5,0,CC,Budget,Intnl_discount,11.42,3
1253,F,S,0,27498.1,N,70,2.2,0,9.88,0,CC,Budget,Intnl_discount,12.08,2
1255,F,M,2,21419.9,N,59.833333,26.39,0,103.12,0,CC,FreeLocal,Standard,129.51,4
1256,F,M,2,30665.2,Y,22.88,5.83,8.32,63.28,0,Auto,FreeLocal,Standard,77.44,3
1257,F,M,1,68000,Y,44,6.08,0,30.95,0,Auto,FreeLocal,Intnl_discount,37.04,1
1258,F,M,2,50561.3,N,62,16.6,0,113.31,1,CH,Budget,Standard,129.91,3
1260,F,S,2,23464,Y,55,22.43,0,41.71,0,CC,Budget,Intnl_discount,64.14,3
1261,F,M,2,194.57,N,41,28.26,0,38.95,0,CC,FreeLocal,Standard,67.21,4
1262,F,M,1,98680.4,Y,62,17.58,0,8.85,0,CH,FreeLocal,Intnl_discount,26.44,1
1263,M,M,0,65619.7,Y,46,13.56,0,144.66,0,CC,Budget,Standard,158.22,3
1264,F,M,1,95620.3,Y,41,10.91,0,93.61,0,CC,Budget,Standard,104.53,3
1265,F,D,1,85275,N,70,22.48,0,151.61,0,Auto,FreeLocal,Intnl_discount,174.09,3
1266,F,M,1,66921.4,Y,61,15.7,0,8.97,0,CC,FreeLocal,Intnl_discount,24.67,3
1267,F,M,1,98453.6,Y,55,13.72,0,11.65,0,Auto,FreeLocal,Standard,25.38,2
1268,F,M,2,94026.8,Y,27.746667,25,0,10.62,0,CC,FreeLocal,Intnl_discount,35.63,3
1270,F,S,2,57420,Y,42,25.18,0,252.53,1,Auto,Budget,Standard,277.72,3
1271,M,M,0,80000,N,56.193333,3.93,3.73,26.69,1,CC,FreeLocal,Standard,34.35,1
1273,M,M,2,47639.1,N,61,17.48,0,39.62,0,CC,Budget,Intnl_discount,57.11,4
1274,F,M,2,63234.5,Y,52.36,0,0,1.16,0,CH,FreeLocal,Intnl_discount,1.16,4
1275,F,S,2,46945,N,65,18.96,4.62,26.01,0,CC,Budget,Standard,49.6,2
1276,M,M,0,3911.9,N,59,5.72,8.48,25.14,0,CC,Budget,Intnl_discount,39.36,1
1277,F,M,0,71816.1,Y,60,26.57,0,25.26,0,CC,FreeLocal,Standard,51.83,4
1278,F,M,2,18296.4,Y,42.626667,0.08,0,10.39,0,CC,FreeLocal,Standard,10.47,1
1279,F,S,0,39461,N,22.226667,22.87,0.28,103.52,1,CC,FreeLocal,Standard,126.68,2
1280,F,M,1,71502.5,N,57,0,0,0.68,0,CC,FreeLocal,Standard,0.68,2
1281,F,S,1,66000,N,52,22.82,0,63.29,0,Auto,FreeLocal,Standard,86.12,4
1282,F,M,1,95011.5,N,52,0,0,2.83,0,CC,FreeLocal,Standard,2.83,2
1283,M,M,1,47371,Y,54.96,4.98,7.69,258.29,0,CC,Budget,Intnl_discount,270.97,2
1284,F,M,2,52957,Y,39.746667,25.79,0,125.52,2,CH,FreeLocal,Standard,151.32,4
1285,F,S,2,86747.1,N,64.853333,20.15,0,37.24,0,Auto,Budget,Standard,57.4,3
1286,F,M,0,57942.4,N,50.313333,19.35,0,105.33,0,CH,Budget,Intnl_discount,124.69,3
1287,F,M,1,87404.6,N,63.186667,21.63,0,139.2,0,Auto,Budget,Standard,160.84,4
1288,M,S,2,20919,N,55,6.26,4.92,153.36,0,CC,FreeLocal,Intnl_discount,164.54,1
1289,F,M,2,85394,Y,20.16,19.28,2.02,14.38,1,Auto,Budget,Intnl_discount,35.69,4
1290,F,S,0,2121.36,N,39.786667,2.02,0,36.78,1,CC,FreeLocal,Standard,38.8,1
1291,F,M,2,63566.1,Y,56.3,7.94,0,65.09,0,CH,Budget,Intnl_discount,73.03,3
1292,F,M,0,52089.6,N,48,10.81,0,13.05,0,CC,FreeLocal,Standard,23.87,2
1293,F,S,1,58328.8,N,65,7.37,0,123.88,0,CC,FreeLocal,Standard,131.25,3
1294,F,S,0,89813.6,N,12.846667,14.94,1.96,149.26,0,CC,FreeLocal,Intnl_discount,166.18,4
1296,F,M,2,82644.2,Y,33.493333,21.97,0,19.88,0,CC,FreeLocal,Intnl_discount,41.85,2
1297,F,S,1,27783.6,N,14.04,4.97,6.53,18.07,0,CC,FreeLocal,Standard,29.58,2
1298,F,S,1,86252.8,Y,59,1.46,0,43.97,0,CC,Budget,Standard,45.44,4
1299,F,M,1,38738.3,N,60,11.55,0,48.18,0,CC,Budget,Intnl_discount,59.73,1
1300,F,M,2,60485.5,N,41.666667,11.7,0,28.7,0,Auto,Budget,Intnl_discount,40.41,4
1301,F,M,1,56722.8,N,60.593333,17.37,6.21,51.17,0,CC,FreeLocal,Standard,74.77,4
1302,F,M,0,55000,N,48.373333,0.37,0,28.66,0,CC,FreeLocal,Standard,29.04,4
1303,F,M,2,809.43,Y,31.913333,0,0,2.89,0,CH,FreeLocal,Intnl_discount,2.89,1
1304,M,S,1,76529.8,N,58.28,18.46,5.36,20.05,0,CC,Budget,Standard,43.89,2
1305,F,M,2,34577.7,N,63.253333,29.18,0,116.57,3,CH,Budget,Standard,145.75,2
1306,M,M,0,23000,Y,61.02,28.92,0,45.47,0,CH,Budget,Standard,74.4,4
1307,F,M,0,77000,N,55,27.56,0,45.46,0,Auto,Budget,Standard,73.02,1
1308,F,S,2,19008.4,Y,52.166667,10.54,0,137.19,0,CC,FreeLocal,Standard,147.74,1
1309,F,M,0,98056.3,N,55.966667,23.7,0,126.96,0,Auto,FreeLocal,Standard,150.67,3
1310,M,M,0,73400,Y,53.213333,0,0,2.21,0,CH,Budget,Standard,2.21,1
1311,F,M,0,53432.2,Y,57,12.56,0,83.48,0,CH,FreeLocal,Standard,96.04,1
1312,M,M,0,78894.2,N,52.74,2,1.41,43.23,0,CH,Budget,Intnl_discount,46.65,3
1313,M,S,1,16432.1,Y,20.92,20.41,8.89,80.47,0,CH,Budget,Intnl_discount,109.78,3
1314,M,M,0,62797.9,N,54.446667,8.32,4.28,55.48,0,CH,Budget,Intnl_discount,68.09,3
1315,M,S,1,71329.9,Y,42.233333,14.27,3.55,45.92,0,CC,Budget,Standard,63.75,1
1316,F,S,0,91498.9,N,52,21.52,0,25.35,0,CC,Budget,Standard,46.88,2
1317,M,S,0,3601.71,N,49.266667,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,125.6,4
1318,F,S,1,33084.3,Y,50.313333,19.77,0,105.28,0,CH,Budget,Standard,125.05,1
1319,F,S,0,20913.6,N,53.013333,22.99,7.16,65.77,0,CC,FreeLocal,Standard,95.93,1
1320,M,M,0,62724.5,Y,55,21.99,8.29,52.4,0,Auto,FreeLocal,Standard,82.69,4
1321,F,S,1,49553.9,Y,48,29.94,0,48.6,0,CC,FreeLocal,Standard,78.54,1
1322,F,S,1,540.4,Y,39.213333,12.34,0,7.75,0,Auto,Budget,Intnl_discount,20.1,4
1323,F,M,0,57255.4,N,27,27.05,1.98,78.37,1,CC,FreeLocal,Standard,107.41,1
1324,F,S,1,71941.5,Y,45,7.99,7.34,87.88,0,CH,FreeLocal,Standard,103.21,3
1325,F,S,2,72583,Y,22,5.97,8.21,27.12,1,CH,FreeLocal,Standard,41.3,2
1326,M,M,2,67339.8,N,17.006667,27.83,5.19,48.69,0,CC,FreeLocal,Intnl_discount,81.72,3
1327,F,M,1,88759.5,N,60,29.3,0,114.62,1,CC,FreeLocal,Standard,143.93,2
1328,M,M,1,75799.9,N,46.38,22.24,7.02,64.8,0,CC,FreeLocal,Intnl_discount,94.06,2
1329,F,S,2,15688.5,N,53.06,14.39,0,8.03,0,CC,Budget,Standard,22.42,1
1330,F,S,0,43382.3,N,16.073333,29.67,8.76,99.94,0,CH,FreeLocal,Standard,138.37,4
1331,M,S,0,2805.01,Y,25,19.93,6.46,11.68,0,CC,FreeLocal,Intnl_discount,38.08,1
1332,F,S,0,5185.31,N,62.053333,16.39,5.99,30.51,0,CC,FreeLocal,Intnl_discount,52.9,3
1333,F,S,0,42000,N,16.06,26.01,0,108.44,0,CC,Budget,Standard,134.45,2
1334,F,S,0,38000,N,22.433333,22.96,8.28,75.27,0,CH,Budget,Intnl_discount,106.53,2
1335,F,M,1,81641.2,Y,19,13.93,6.61,78.21,0,CC,FreeLocal,Standard,98.76,2
1336,F,M,2,80087.7,N,41.92,8.74,0,22.82,0,CC,FreeLocal,Standard,31.56,4
1337,F,M,2,59691.3,N,38.04,21.94,0,256.7,0,CC,Budget,Standard,278.65,3
1339,F,S,2,11251.1,Y,43,28.42,0,113.48,0,CC,FreeLocal,Standard,141.91,2
1341,M,M,0,70908.7,N,49.62,7.7,4.55,43.2,0,CC,FreeLocal,Standard,55.47,1
1342,M,S,0,94928.3,N,40.18,14.42,5.61,73.74,0,CC,FreeLocal,Standard,93.78,1
1344,F,M,2,50622.3,N,40.46,20.45,2.07,90.19,0,Auto,FreeLocal,Standard,112.72,3
1346,M,M,0,78000,Y,50,16.2,4.27,18.84,0,CH,FreeLocal,Intnl_discount,39.32,2
1350,M,M,1,78000,Y,52.266667,29.55,0,62.81,0,CH,Budget,Standard,92.37,2
1352,F,S,2,93559.1,N,57.62,1.52,0,29.9,0,CC,Budget,Standard,31.42,4
1353,F,M,1,56722.8,N,60.593333,17.37,6.21,51.17,0,CC,FreeLocal,Standard,74.77,4
1355,M,M,1,80000,N,39,0,0,3.22,0,CC,Budget,Intnl_discount,3.22,2
1356,F,S,2,3416.62,Y,22.76,18.97,0,104.73,0,CC,Budget,Standard,123.7,2
1357,F,M,0,73069.1,Y,55.633333,0.17,0,10.22,0,Auto,Budget,Standard,10.39,4
1358,M,M,0,80000,Y,53.213333,15.27,0,25.62,0,CC,FreeLocal,Standard,40.9,4
1359,F,M,2,8032.16,N,45.666667,29.68,0,59.08,0,CC,FreeLocal,Standard,88.77,1
1360,F,S,0,93454.3,Y,48.533333,18.94,0,25.18,0,Auto,FreeLocal,Standard,44.13,1
1361,M,M,0,5745,Y,15.38,26.4,0,17.71,0,CC,FreeLocal,Standard,44.11,3
1362,F,S,0,83287,N,60,0.41,7.35,208.19,0,Auto,Budget,Standard,215.96,1
1363,F,S,0,92564.1,Y,49.133333,23.17,0,51.68,0,Auto,FreeLocal,Standard,74.86,1
1365,M,S,0,70000,Y,48,4.91,3.14,82.19,0,CH,Budget,Intnl_discount,90.25,3
1367,F,M,2,48322.5,Y,49.333333,6.69,0,43.6,0,CC,FreeLocal,Standard,50.29,2
1369,M,S,2,78373.5,N,35.346667,6.97,8.91,184.02,0,Auto,Budget,Standard,199.91,2
1370,F,M,2,81913.8,Y,49.66,6.7,0,46.33,0,CC,FreeLocal,Standard,53.03,2
1373,F,S,0,919.93,N,38.26,27.28,0,93.42,0,CH,Budget,Standard,120.71,2
1374,F,M,2,69486.8,N,30.946667,7.72,0,9.39,1,CC,Budget,Standard,17.11,1
1375,F,M,2,24482.8,N,33.533333,0,0,2,0,CH,Budget,Intnl_discount,2,1
1377,F,M,0,14573.6,N,64.606667,26.61,0,236.97,0,CC,Budget,Standard,263.58,4
1378,F,M,2,92103.8,N,52.153333,7.42,0,7.43,0,CC,Budget,Standard,14.86,2
1379,F,S,2,8392.14,Y,36.68,25.03,7.33,54.8,0,CH,Budget,Intnl_discount,87.16,3
1380,F,S,0,17138.2,N,63.786667,20.01,0,84.67,0,CC,FreeLocal,Intnl_discount,104.69,4
1382,F,M,2,47010.1,N,57.406667,2.54,0,164.76,0,CC,Budget,Intnl_discount,167.31,1
1384,F,D,1,67239.4,N,44.433333,12.89,0,53.81,0,Auto,FreeLocal,Intnl_discount,66.7,4
1385,M,M,1,69406.7,Y,46.826667,6.9,7.21,128.1,1,CC,FreeLocal,Standard,142.23,4
1387,F,M,2,83259.3,N,50.88,0,0,4.46,0,CC,Budget,Standard,4.46,1
1394,F,M,2,2185.6,N,52.513333,7.12,0,20.95,1,CH,Budget,Standard,28.07,3
1396,M,M,1,76511.3,N,62.08,21.68,3.46,17.37,0,CC,FreeLocal,Standard,42.52,3
1398,F,M,1,35000,N,22,27,0,8.84,0,CH,FreeLocal,Standard,34.61,3
1399,F,M,2,11234.7,Y,49.046667,0.69,0,112.72,0,CC,Budget,Standard,113.42,3
1401,F,M,2,36660.9,Y,39.96,0,0,3.36,1,CH,Budget,Intnl_discount,3.36,3
1403,F,M,2,68462.8,N,34.4,24.39,5.93,60.51,0,CC,FreeLocal,Standard,90.84,4
1406,F,M,2,72841.3,N,47.02,10.36,0,72.16,0,CC,Budget,Standard,82.53,3
1407,F,M,2,63670.8,Y,46.146667,27.39,0,51.47,0,Auto,FreeLocal,Standard,78.87,2
1408,M,S,0,66666,N,77,29.73,5.24,35.73,0,CC,Budget,Standard,70.7,3
1409,F,S,1,77000,Y,45.486667,20.44,0,100.08,0,Auto,Budget,Standard,120.53,2
1410,M,M,0,12387.6,N,56.173333,2,0,65.93,0,Auto,FreeLocal,Standard,93.85,2
1412,F,M,1,82931.3,N,64.64,19.24,0,118,0,Auto,FreeLocal,Standard,137.25,2
1413,F,M,2,57483.9,N,44.026667,17.01,0,27.29,0,CH,Budget,Standard,44.3,3
1415,F,S,2,21274,N,45.526667,10.87,0,32.43,0,Auto,FreeLocal,Standard,43.31,3
1416,F,M,2,28267,N,30.093333,21.87,0,192.53,0,CC,FreeLocal,Standard,214.41,4
1418,F,M,2,36725.1,N,55.793333,8.65,9.22,77,0,CH,Budget,Standard,94.88,3
1422,M,S,1,94188.3,N,57.546667,20.86,0.86,19.78,0,CC,Budget,Standard,41.51,3
1425,F,M,2,91861,Y,41.98,15.32,0,6.74,0,CC,Budget,Standard,22.06,2
1428,F,S,1,12374.9,Y,33.493333,17.49,0,106.1,0,Auto,FreeLocal,Standard,123.59,1
1429,F,M,2,69133.9,Y,26.833333,8.58,0,37.73,0,CH,FreeLocal,Standard,46.32,4
1431,F,M,2,84948,Y,29.446667,11.14,0,12.58,0,CH,FreeLocal,Intnl_discount,23.73,2
1432,F,M,2,30998.8,N,40.96,2.4,0,50.5,0,Auto,Budget,Standard,52.91,1
1438,M,M,2,21416.5,N,35.653333,9.9,9.17,8.53,0,CC,FreeLocal,Intnl_discount,27.61,1
1442,M,M,2,78554.2,N,16.7,5.59,7.26,23.03,0,Auto,Budget,Standard,35.88,4
1443,M,S,1,3960.5,N,14.693333,29.78,0,66.35,0,Auto,FreeLocal,Standard,96.13,4
1445,M,M,0,60101.1,Y,63.766667,27.7,6.11,124.14,2,CH,FreeLocal,Standard,157.96,4
1446,F,M,2,38215.9,N,30.886667,0,0,0.97,0,Auto,Budget,Standard,0.97,2
1447,F,M,1,40120,N,24,30,0,160.42,0,CC,FreeLocal,Standard,176.61,1
1448,F,M,2,49745.3,N,47.966667,2.84,0,24.44,0,CH,Budget,Intnl_discount,27.28,3
1450,F,M,2,88427,N,13.86,22.46,4.16,43.34,0,CC,Budget,Standard,69.97,3
1451,F,M,2,98003.7,Y,26.273333,1.03,0,83.39,0,CC,FreeLocal,Intnl_discount,84.42,1
1452,M,S,0,89142.7,N,53.693333,3.76,8.13,5.01,0,CC,Budget,Intnl_discount,16.91,3
1453,F,S,0,74530.8,N,63.086667,20.89,0.49,106.5,0,Auto,FreeLocal,Intnl_discount,127.89,2
